0230723805231792010010100004+34767-114617FM-15+0302KEED V0200501N005112200019N0160931N1+01401-00701102731ADDGF100991999999999999999999KA1999M+01561KA2999N+01111MA1102811999999MD1610011+9999REMMET102METAR KEED 312356Z AUTO 05010KT 10SM CLR 14/M07 A3036 RMK AO2 SLP273 T01441067 10156 20111 56001 TSNO;EQDQ01    993SCCGA1Q02    099SCCGD1
0195723805231792010050906567+34766-114620FM-15+0279KEED V0309999C000052200059N0160935N5+02675-00835100435ADDAA101000095GF100991999999999999999999MA1100755097455REMMET09605/08/10 22:56:02 METAR KEED 090656Z 00000KT 10SM CLR 27/M08 A2975 RMK AO2 SLP043 T02671083 TSNOEQDQ01    099SCCGD1P01    003SCCGA1
0205723805231792010050907567+34766-114620FM-15+0279KEED V0302905N005752200059N0160935N5+02565-00945100445ADDAA101000095GF100991999999999999999999MA1100755097455REMMET10605/08/10 23:56:02 METAR KEED 090756Z 29011KT 10SM CLR 26/M09 A2975 RMK AO2 SLP044 T02561094 403560167 TSNOEQDQ01    099SCCGD1P01    003SCCGA1
0989723805231792010050907596+34766-114620SOD  +0279KEED V030999999999999999999999999999+99999+99999999999ADDAA124000095KA1240M+03565KA2240N+01675KG1024W+0111D4KG2024D-0078D4MF1097534100584MG1097534100274OE11240125225012105OE22240098324012115OE33240037199999995RH1024X016D4RH2024N005D4RH3024M010D4REMSOD75424 HR PRECIPITATION (IN):0.00  24 HR MAX TEMP (F):96 24 HR MAX TEMP TIME (LST):1543 24 HR MIN TEMP (F):62 24 HR MIN TEMP TIME (LST):0458 AVERAGE STATION PRESSURE:28.800 MINIMUM SEA LEVEL PRESSURE:29.61 TIME OF OCCURRENCE:1837 PEAK WIND SPEED (MPH):28  PEAK WIND DIR (DEG):250 PEAK WIND TIME (LST):1210  FASTEST 2MIN SPEED (MPH):22 FASTEST 2MIN DIR (DEG):240 FASTEST 2MIN TIME (LST):1211 AVERAGE WIND SPEED (MPH):8.3  24 HR AVG TEMP (F):79 DEPART FROM NORMAL: +1  HEATING DEGREE DAYS:0   COOLING DEGREE DAYS:14  LATEST DAY MAX TEMP (0700-1900 LST):96  LATEST NIGHT MIN TEMP(1900-0800 LST):62 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00EQDR01     N7GJS072R02     N7GKS075
0215723805231792010050908567+34766-114620FM-15+0279KEED V0302805N003152200059N0160935N5+02505-00725100445ADDAA101000095GF100991999999999999999999MA1100755097455MD1190079+9999REMMET10205/09/10 00:56:02 METAR KEED 090856Z 28006KT 10SM CLR 25/M07 A2975 RMK AO2 SLP044 T02501072 51007 TSNOEQDQ01    099SCCGD1P01    003SCCGA1
0195723805231792010050909567+34766-114620FM-15+0279KEED V0302505N005752200059N0160935N5+02285-00615100465ADDAA101000095GF100991999999999999999999MA1100785097485REMMET09605/09/10 01:56:02 METAR KEED 090956Z 25011KT 10SM CLR 23/M06 A2976 RMK AO2 SLP046 T02281061 TSNOEQDQ01    099SCCGD1P01    003SCCGA1
0195723805231792010050910567+34766-114620FM-15+0279KEED V0309999C000052200059N0160935N5+02175-00565100485ADDAA101000095GF100991999999999999999999MA1100785097485REMMET09605/09/10 02:56:02 METAR KEED 091056Z 00000KT 10SM CLR 22/M06 A2976 RMK AO2 SLP048 T02171056 TSNOEQDQ01    099SCCGD1P01    003SCCGA1
0253723805231792010050911567+34766-114620FM-15+0279KEED V0302505N003652200059N0160935N5+01945-00395100505ADDAA101000095GF100991999999999999999999KA1999M+02831KA2999N+01941MA1100785097485MD1090039+9999REMMET11405/09/10 03:56:02 METAR KEED 091156Z 25007KT 10SM CLR 19/M04 A2976 RMK AO2 SLP050 T01941039 10283 20194 50003 TSNOEQDQ01    099SCCGD1P01    003SCCGA1
0195723805231792010050912567+34766-114620FM-15+0279KEED V0309999C000052200059N0160935N5+02065-00395100545ADDAA101000095GF100991999999999999999999MA1100855097555REMMET09605/09/10 04:56:02 METAR KEED 091256Z 00000KT 10SM CLR 21/M04 A2978 RMK AO2 SLP054 T02061039 TSNOEQDQ01    099SCCGD1P01    003SCCGA1
0195723805231792010050913567+34766-114620FM-15+0279KEED V0309999V001552200059N0160935N5+02175-00335100585ADDAA101000095GF100991999999999999999999MA1100885097585REMMET09605/09/10 05:56:02 METAR KEED 091356Z VRB03KT 10SM CLR 22/M03 A2979 RMK AO2 SLP058 T02171033 TSNOEQDQ01    099SCCGD1P01    003SCCGA1
0215723805231792010050914567+34766-114620FM-15+0279KEED V0300405N001552200059N0160935N5+02445-00395100605ADDAA101000095GF100991999999999999999999MA1100915097625MD1190129+9999REMMET10205/09/10 06:56:02 METAR KEED 091456Z 04003KT 10SM CLR 24/M04 A2980 RMK AO2 SLP060 T02441039 51012 TSNOEQDQ01    099SCCGD1P01    003SCCGA1
0195723805231792010050915567+34766-114620FM-15+0279KEED V0309999C000052200059N0160935N5+02615-00335100605ADDAA101000095GF100991999999999999999999MA1100915097625REMMET09605/09/10 07:56:02 METAR KEED 091556Z 00000KT 10SM CLR 26/M03 A2980 RMK AO2 SLP060 T02611033 TSNOEQDQ01    099SCCGD1P01    003SCCGA1
0195723805231792010050916567+34766-114620FM-15+0279KEED V0302305N004652200059N0160935N5+02895-00615100565ADDAA101000095GF100991999999999999999999MA1100885097585REMMET09605/09/10 08:56:02 METAR KEED 091656Z 23009KT 10SM CLR 29/M06 A2979 RMK AO2 SLP056 T02891061 TSNOEQDQ01    099SCCGD1P01    003SCCGA1
0264723805231792010050917567+34766-114620FM-15+0279KEED V0302305N004152200059N0160935N5+02945-00725100575ADDAA101000095GF100991999999999999999999KA1999M+03001KA2999N+01831MA1100885097585MD1590039+9999OC100885REMMET11705/09/10 09:56:02 METAR KEED 091756Z 23008G17KT 10SM CLR 29/M07 A2979 RMK AO2 SLP057 T02941072 10300 20183 55003 TSNOEQDQ01    099SCCGD1P01    003SCCGA1
0206723805231792010050918567+34766-114620FM-15+0279KEED V0302305N007752200059N0160935N5+03115-00835100535ADDAA101000095GF100991999999999999999999MA1100855097555OC101295REMMET09905/09/10 10:56:02 METAR KEED 091856Z 23015G25KT 10SM CLR 31/M08 A2978 RMK AO2 SLP053 T03111083 TSNOEQDQ01    099SCCGD1P01    003SCCGA1
0224723805231792010050919567+34766-114620FM-15+0279KEED V0302305N007752200059N0160935N5+03115-00725100455ADDAA101000095GF100991999999999999999999MA1100755097455OC101345REMMET11705/09/10 11:56:02 METAR KEED 091956Z 23015G26KT 10SM CLR 31/M07 A2975 RMK AO2 PK WND 24029/1906 SLP045 T03111072 TSNOEQDQ01    099SCCGD1P01    003SCCGA1
0244723805231792010050920567+34766-114620FM-15+0279KEED V0302405N008252200059N0160935N5+03175-00785100385ADDAA101000095GF100991999999999999999999MA1100685097395MD1890199+9999OC101445REMMET12305/09/10 12:56:02 METAR KEED 092056Z 24016G28KT 10SM CLR 32/M08 A2973 RMK AO2 PK WND 24032/2029 SLP038 T03171078 58019 TSNOEQDQ01    099SCCGD1P01    003SCCGA1
0224723805231792010050921567+34766-114620FM-15+0279KEED V0302505N011352200059N0160935N5+03225-00785100315ADDAA101000095GF100991999999999999999999MA1100615097325OC101395REMMET11705/09/10 13:56:02 METAR KEED 092156Z 25022G27KT 10SM CLR 32/M08 A2971 RMK AO2 PK WND 27032/2059 SLP031 T03221078 TSNOEQDQ01    099SCCGD1P01    003SCCGA1
0224723805231792010050922567+34766-114620FM-15+0279KEED V0302405N011352200059N0160935N5+03285-00895100205ADDAA101000095GF100991999999999999999999MA1100515097225OC101395REMMET11705/09/10 14:56:02 METAR KEED 092256Z 24022G27KT 10SM CLR 33/M09 A2968 RMK AO2 PK WND 24027/2256 SLP020 T03281089 TSNOEQDQ01    099SCCGD1P01    003SCCGA1
0282723805231792010050923567+34766-114620FM-15+0279KEED V0302405N012452200059N0160935N5+03225-01395100145ADDAA101000095GF100991999999999999999999KA1999M+03281KA2999N+02941MA1100415097125MD1790269+9999OC101605REMMET13505/09/10 15:56:02 METAR KEED 092356Z 24024G31KT 10SM CLR 32/M14 A2965 RMK AO2 PK WND 25031/2351 SLP014 T03221139 10328 20294 57026 TSNOEQDQ01    099SCCGD1P01    003SCCGA1
0224723805231792010051000567+34766-114620FM-15+0279KEED V0302705N011352200059N0160935N5+03005-01065100205ADDAA101000095GF100991999999999999999999MA1100475097195OC101705REMMET11705/09/10 16:56:01 METAR KEED 100056Z 27022G33KT 10SM CLR 30/M11 A2967 RMK AO2 PK WND 26034/0035 SLP020 T03001106 TSNOEQDQ01    099SCCGD1P01    003SCCGA1
0224723805231792010051001567+34766-114620FM-15+0279KEED V0302705N013452200059N0160935N5+02785-01065100265ADDAA101000095GF100991999999999999999999MA1100545097255OC101655REMMET11705/09/10 17:56:02 METAR KEED 100156Z 27026G32KT 10SM CLR 28/M11 A2969 RMK AO2 PK WND 28037/0142 SLP026 T02781106 TSNOEQDQ01    099SCCGD1P01    003SCCGA1
0244723805231792010051002567+34766-114620FM-15+0279KEED V0302705N012452200059N0160935N5+02565-00615100375ADDAA101000095GF100991999999999999999999MA1100645097355MD1390229+9999OC101605REMMET12305/09/10 18:56:02 METAR KEED 100256Z 27024G31KT 10SM CLR 26/M06 A2972 RMK AO2 PK WND 28034/0204 SLP037 T02561061 53022 TSNOEQDQ01    099SCCGD1P01    003SCCGA1
0231723805231792010051003567+34766-114620FM-15+0279KEED V0302705N008852200059N0160935N5+02395-00395100505ADDAA101000095GF100991999999999999999999MA1100785097485OC101395REMMET12405/09/10 19:56:02 METAR KEED 100356Z 27017G27KT 10SM CLR 24/M04 A2976 RMK AO2 PK WND 28031/0259 PRESRR SLP050 T02391039 TSNOEQDQ01    099SCCGD1P01    003SCCGA1
0223723805231792010051004567+34766-114620FM-15+0279KEED V0302905N009352200059N0160935N5+02175+00176100705ADDAA101000095GF100991999999999999999999MA1100985097685OC101185REMMET11605/09/10 20:56:01 METAR KEED 100456Z 29018G23KT 10SM CLR 22/02 A2982 RMK AO2 PK WND 27027/0441 SLP070 T02170017 TSNOEQDQ01    099SCCGD1P01    003SCCGA1
0282723805231792010051005567+34766-114620FM-15+0279KEED V0302905N007252200059N0160935N5+02005-00115100825ADDAA101000095GF100991999999999999999999KA1999M+03221KA2999N+02001MA1101085097785MD1190439+9999OC101245REMMET13505/09/10 21:56:02 METAR KEED 100556Z 29014G24KT 10SM CLR 20/M01 A2985 RMK AO2 PK WND 30027/0520 SLP082 T02001011 10322 20200 51043 TSNOEQDQ01    099SCCGD1P01    003SCCGA1
0223723805231792010051006567+34766-114620FM-15+0279KEED V0302805N012452200059N0160935N5+01895+00065100785ADDAA101000095GF100991999999999999999999MA1101055097755OC101545REMMET11605/09/10 22:56:02 METAR KEED 100656Z 28024G30KT 10SM CLR 19/01 A2984 RMK AO2 PK WND 29034/0627 SLP078 T01890006 TSNOEQDQ01    099SCCGD1P01    003SCCGA1
0240723805231792010051007567+34766-114620FM-15+0279KEED V0302905N002652200059N0160935N5+01785+00065100945ADDAA101000095GF100991999999999999999999MA1101195097885OC100985REMMET13305/09/10 23:56:01 METAR KEED 100756Z 29005G19KT 10SM CLR 18/01 A2988 RMK AO2 PK WND 27032/0659 PRESRR SLP094 T01780006 403280178 TSNOEQDQ01    099SCCGD1P01    003SCCGA1
0989723805231792010051007596+34766-114620SOD  +0279KEED V030999999999999999999999999999+99999+99999999999ADDAA124000095KA1240M+03285KA2240N+01785KG1024W+0111D4KG2024D-0056D4MF1097494100514MG1097484100144OE11240192228017425OE22240156528017425OE33240066699999995RH1024X032D4RH2024N004D4RH3024M014D4REMSOD75424 HR PRECIPITATION (IN):0.00  24 HR MAX TEMP (F):91 24 HR MAX TEMP TIME (LST):1457 24 HR MIN TEMP (F):64 24 HR MIN TEMP TIME (LST):2359 AVERAGE STATION PRESSURE:28.785 MINIMUM SEA LEVEL PRESSURE:29.57 TIME OF OCCURRENCE:1623 PEAK WIND SPEED (MPH):43  PEAK WIND DIR (DEG):280 PEAK WIND TIME (LST):1742  FASTEST 2MIN SPEED (MPH):35 FASTEST 2MIN DIR (DEG):280 FASTEST 2MIN TIME (LST):1742 AVERAGE WIND SPEED (MPH):14.9 24 HR AVG TEMP (F):78 DEPART FROM NORMAL: 0   HEATING DEGREE DAYS:0   COOLING DEGREE DAYS:13  LATEST DAY MAX TEMP (0700-1900 LST):91  LATEST NIGHT MIN TEMP(1900-0800 LST):65 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00EQDR01     N7GJS072R02     N7GKS075
0232723805231792010051008567+34766-114620FM-15+0279KEED V0302605N005752200059N0160935N5+01725+00065100955ADDAA101000095GF100991999999999999999999MA1101195097885MD1390129+9999REMMET11905/10/10 00:56:02 METAR KEED 100856Z 26011KT 10SM CLR 17/01 A2988 RMK AO2 PK WND 29029/0819 SLP095 T01720006 53012 TSNOEQDQ01    099SCCGD1P01    003SCCGA1
0223723805231792010051009567+34766-114620FM-15+0279KEED V0302905N010852200059N0160935N5+01725+00065100915ADDAA101000095GF100991999999999999999999MA1101155097855OC101495REMMET11605/10/10 01:56:02 METAR KEED 100956Z 29021G29KT 10SM CLR 17/01 A2987 RMK AO2 PK WND 29029/0953 SLP091 T01720006 TSNOEQDQ01    099SCCGD1P01    003SCCGA1
0223723805231792010051010567+34766-114620FM-15+0279KEED V0302905N007252200059N0160935N5+01675+00065101005ADDAA101000095GF100991999999999999999999MA1101255097955OC101085REMMET11605/10/10 02:56:02 METAR KEED 101056Z 29014G21KT 10SM CLR 17/01 A2990 RMK AO2 PK WND 29027/1037 SLP100 T01670006 TSNOEQDQ01    099SCCGD1P01    003SCCGA1
0263723805231792010051011567+34766-114620FM-15+0279KEED V0302905N008252200059N0160935N5+01615+00065101085ADDAA101000095GF100991999999999999999999KA1999M+02001KA2999N+01611MA1101325098015MD1390139+9999OC100985REMMET11605/10/10 03:56:02 METAR KEED 101156Z 29016G19KT 10SM CLR 16/01 A2992 RMK AO2 SLP108 T01610006 10200 20161 53013 TSNOEQDQ01    099SCCGD1P01    003SCCGA1
0194723805231792010051012567+34766-114620FM-15+0279KEED V0302705N003652200059N0160935N5+01565+00065101155ADDAA101000095GF100991999999999999999999MA1101395098085REMMET09505/10/10 04:56:02 METAR KEED 101256Z 27007KT 10SM CLR 16/01 A2994 RMK AO2 SLP115 T01560006 TSNOEQDQ01    099SCCGD1P01    003SCCGA1
0194723805231792010051013567+34766-114620FM-15+0279KEED V0309999C000052200059N0160935N5+01675+00065101255ADDAA101000095GF100991999999999999999999MA1101495098185REMMET09505/10/10 05:56:02 METAR KEED 101356Z 00000KT 10SM CLR 17/01 A2997 RMK AO2 SLP125 T01670006 TSNOEQDQ01    099SCCGD1P01    003SCCGA1
0214723805231792010051014567+34766-114620FM-15+0279KEED V0309999C000052200059N0160935N5+01835+00005101325ADDAA101000095GF100991999999999999999999MA1101565098245MD1390219+9999REMMET10105/10/10 06:56:02 METAR KEED 101456Z 00000KT 10SM CLR 18/00 A2999 RMK AO2 SLP132 T01830000 53021 TSNOEQDQ01    099SCCGD1P01    003SCCGA1
0194723805231792010051015567+34766-114620FM-15+0279KEED V0301105N003652200059N0160935N5+02005+00065101375ADDAA101000095GF100991999999999999999999MA1101595098285REMMET09505/10/10 07:56:02 METAR KEED 101556Z 11007KT 10SM CLR 20/01 A3000 RMK AO2 SLP137 T02000006 TSNOEQDQ01    099SCCGD1P01    003SCCGA1
0194723805231792010051016567+34766-114620FM-15+0279KEED V0309999V002152200059N0160935N5+02115+00005101365ADDAA101000095GF100991999999999999999999MA1101595098285REMMET09505/10/10 08:56:02 METAR KEED 101656Z VRB04KT 10SM CLR 21/00 A3000 RMK AO2 SLP136 T02110000 TSNOEQDQ01    099SCCGD1P01    003SCCGA1
0252723805231792010051017567+34766-114620FM-15+0279KEED V0301205N004152200059N0160935N5+02225+00005101325ADDAA101000095GF100991999999999999999999KA1999M+02281KA2999N+01561MA1101565098245MD1090009+9999REMMET11305/10/10 09:56:02 METAR KEED 101756Z 12008KT 10SM CLR 22/00 A2999 RMK AO2 SLP132 T02220000 10228 20156 50000 TSNOEQDQ01    099SCCGD1P01    003SCCGA1
0195723805231792010051018567+34766-114620FM-15+0279KEED V0309999V003152200059N0160935N5+02395-00175101265ADDAA101000095GF100991999999999999999999MA1101495098185REMMET09605/10/10 10:56:02 METAR KEED 101856Z VRB06KT 10SM CLR 24/M02 A2997 RMK AO2 SLP126 T02391017 TSNOEQDQ01    099SCCGD1P01    003SCCGA1
0206723805231792010051019567+34766-114620FM-15+0279KEED V0302305N005752200059N0160935N5+02505-00225101165ADDAA101000095GF100991999999999999999999MA1101395098085OC100885REMMET09905/10/10 11:56:02 METAR KEED 101956Z 23011G17KT 10SM CLR 25/M02 A2994 RMK AO2 SLP116 T02501022 TSNOEQDQ01    099SCCGD1P01    003SCCGA1
0226723805231792010051020567+34766-114620FM-15+0279KEED V0301805N003652200059N0160935N5+02675-00285101015ADDAA101000095GF100991999999999999999999MA1101255097955MD1890309+9999OC101035REMMET10505/10/10 12:56:02 METAR KEED 102056Z 18007G20KT 10SM CLR 27/M03 A2990 RMK AO2 SLP101 T02671028 58030 TSNOEQDQ01    099SCCGD1P01    003SCCGA1
0206723805231792010051021567+34766-114620FM-15+0279KEED V0302405N007752200059N0160935N5+02785-00785100875ADDAA101000095GF100991999999999999999999MA1101125097815OC101185REMMET09905/10/10 13:56:02 METAR KEED 102156Z 24015G23KT 10SM CLR 28/M08 A2986 RMK AO2 SLP087 T02781078 TSNOEQDQ01    099SCCGD1P01    003SCCGA1
0224723805231792010051022567+34766-114620FM-15+0279KEED V0302405N007252200059N0160935N5+02835-00945100775ADDAA101000095GF100991999999999999999999MA1101025097725OC100885REMMET11705/10/10 14:56:02 METAR KEED 102256Z 24014G17KT 10SM CLR 28/M09 A2983 RMK AO2 PK WND 24027/2246 SLP077 T02831094 TSNOEQDQ01    099SCCGD1P01    003SCCGA1
0271723805231792010051023567+34766-114620FM-15+0279KEED V0302505N009352200059N0160935N5+02895-01005100665ADDAA101000095GF100991999999999999999999KA1999M+02891KA2999N+02221MA1100915097625MD1690339+9999REMMET13205/10/10 15:56:02 METAR KEED 102356Z 25018KT 10SM CLR 29/M10 A2980 RMK AO2 PK WND 25026/2343 SLP066 T02891100 10289 20222 56033 TSNOEQDQ01    099SCCGD1P01    003SCCGA1
0195723805231792010051100567+34766-114620FM-15+0279KEED V0302505N007752200059N0160935N5+02835-00725100595ADDAA101000095GF100991999999999999999999MA1100815097525REMMET09605/10/10 16:56:02 METAR KEED 110056Z 25015KT 10SM CLR 28/M07 A2977 RMK AO2 SLP059 T02831072 TSNOEQDQ01    099SCCGD1P01    003SCCGA1
0206723805231792010051101567+34766-114620FM-15+0279KEED V0302005N007252200059N0160935N5+02725-00835100525ADDAA101000095GF100991999999999999999999MA1100755097455OC101185REMMET09905/10/10 17:56:02 METAR KEED 110156Z 20014G23KT 10SM CLR 27/M08 A2975 RMK AO2 SLP052 T02721083 TSNOEQDQ01    099SCCGD1P01    003SCCGA1
0215723805231792010051102567+34766-114620FM-15+0279KEED V0302005N006752200059N0160935N5+02615-00615100495ADDAA101000095GF100991999999999999999999MA1100755097455MD1690179+9999REMMET10205/10/10 18:56:02 METAR KEED 110256Z 20013KT 10SM CLR 26/M06 A2975 RMK AO2 SLP049 T02611061 56017 TSNOEQDQ01    099SCCGD1P01    003SCCGA1
0195723805231792010051103567+34766-114620FM-15+0279KEED V0302105N004652200059N0160935N5+02505-00395100505ADDAA101000095GF100991999999999999999999MA1100755097455REMMET09605/10/10 19:56:02 METAR KEED 110356Z 21009KT 10SM CLR 25/M04 A2975 RMK AO2 SLP050 T02501039 TSNOEQDQ01    099SCCGD1P01    003SCCGA1
0205723805231792010051104567+34766-114620FM-15+0279KEED V0302705N006252200059N0160935N5+02395+00115100635ADDAA101000095GF100991999999999999999999MA1100885097585OC100935REMMET09805/10/10 20:56:02 METAR KEED 110456Z 27012G18KT 10SM CLR 24/01 A2979 RMK AO2 SLP063 T02390011 TSNOEQDQ01    099SCCGD1P01    003SCCGA1
0177723805231792010051105097+34766-114620FM-16+0279KEED V0302905N007752200059N0160935N5+02305+00305999999ADDGF100991999999999999999999MA1100885097585REMMET08905/10/10 21:09:02 SPECI KEED 110509Z 29015KT 10SM CLR 23/03 A2979 RMK AO2 WSHFT 0449 TSNOEQDQ01    099SCCGD1P01    003SCCGA1
0263723805231792010051105567+34766-114620FM-15+0279KEED V0302905N008852200059N0160935N5+02115+00335100645ADDAA101000095GF100991999999999999999999KA1999M+02891KA2999N+02111MA1100855097555MD1090139+9999REMMET12405/10/10 21:56:02 METAR KEED 110556Z 29017KT 10SM CLR 21/03 A2978 RMK AO2 WSHFT 0449 SLP064 T02110033 10289 20211 50013 TSNOEQDQ01    099SCCGD1P01    003SCCGA1
0205723805231792010051106567+34766-114620FM-15+0279KEED V0302805N009352200059N0160935N5+02065+00285100595ADDAA101000095GF100991999999999999999999MA1100815097525OC101135REMMET09805/10/10 22:56:02 METAR KEED 110656Z 28018G22KT 10SM CLR 21/03 A2977 RMK AO2 SLP059 T02060028 TSNOEQDQ01    099SCCGD1P01    003SCCGA1
0233723805231792010051107567+34766-114620FM-15+0279KEED V0302905N012952200059N0160935N5+01895+00285100575ADDAA101000095GF100991999999999999999999MA1100815097525OC101805REMMET12605/10/10 23:56:01 METAR KEED 110756Z 29025G35KT 10SM CLR 19/03 A2977 RMK AO2 PK WND 29035/0754 SLP057 T01890028 402890156 TSNOEQDQ01    099SCCGD1P01    003SCCGA1
0989723805231792010051107596+34766-114620SOD  +0279KEED V030999999999999999999999999999+99999+99999999999ADDAA124000095KA1240M+02895KA2240N+01565KG1024W+0106D4KG2024D-0017D4MF1097834100914MG1097834100474OE11240178829023545OE22240143129023555OE33240060499999995RH1024X036D4RH2024N007D4RH3024M022D4REMSOD75424 HR PRECIPITATION (IN):0.00  24 HR MAX TEMP (F):84 24 HR MAX TEMP TIME (LST):1645 24 HR MIN TEMP (F):60 24 HR MIN TEMP TIME (LST):0508 AVERAGE STATION PRESSURE:28.890 MINIMUM SEA LEVEL PRESSURE:29.67 TIME OF OCCURRENCE:1945 PEAK WIND SPEED (MPH):40  PEAK WIND DIR (DEG):290 PEAK WIND TIME (LST):2354  FASTEST 2MIN SPEED (MPH):32 FASTEST 2MIN DIR (DEG):290 FASTEST 2MIN TIME (LST):2355 AVERAGE WIND SPEED (MPH):13.5 24 HR AVG TEMP (F):72 DEPART FROM NORMAL: -6  HEATING DEGREE DAYS:0   COOLING DEGREE DAYS:7   LATEST DAY MAX TEMP (0700-1900 LST):84  LATEST NIGHT MIN TEMP(1900-0800 LST):60 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00EQDR01     N7GJS072R02     N7GKS075
0275723805231792010051108567+34766-114620FM-15+0279KEED V0302705N005752200059N0160935N5+01785+00005100635ADDAA101000095GF100991999999999999999999MA1100855097555MD1390009+9999OC101085REMMET12205/11/10 00:56:02 METAR KEED 110856Z 27011G21KT 10SM CLR 18/00 A2978 RMK AO2 PK WND 29033/0802 SLP063 T01780000 53000 TSNOEQDQ01+000032APCTENQ02+000002APC3  Q03    099SCCGD1P01    003SCCGA1
0224723805231792010051109567+34766-114620FM-15+0279KEED V0302505N007252200059N0160935N5+01725-00335100665ADDAA101000095GF100991999999999999999999MA1100885097585OC101185REMMET11705/11/10 01:56:02 METAR KEED 110956Z 25014G23KT 10SM CLR 17/M03 A2979 RMK AO2 PK WND 26027/0937 SLP066 T01721033 TSNOEQDQ01    099SCCGD1P01    003SCCGA1
0206723805231792010051110567+34766-114620FM-15+0279KEED V0302505N008252200059N0160935N5+01615-00115100705ADDAA101000095GF100991999999999999999999MA1100915097625OC100985REMMET09905/11/10 02:56:02 METAR KEED 111056Z 25016G19KT 10SM CLR 16/M01 A2980 RMK AO2 SLP070 T01611011 TSNOEQDQ01    099SCCGD1P01    003SCCGA1
0207723805231792010051111077+34766-114620FM-16+0279KEED V0302605N009352200059N0160935N5+01605-00205999999ADDGF100991999999999999999999MA1100915097625OC101345REMMET11105/11/10 03:07:02 SPECI KEED 111107Z 26018G26KT 10SM CLR 16/M02 A2980 RMK AO2 PK WND 27026/1100 WSHFT 1047 TSNOEQDQ01    099SCCGD1P01    003SCCGA1
0293723805231792010051111567+34766-114620FM-15+0279KEED V0302705N011852200059N0160935N5+01505-00115100645ADDAA101000095GF100991999999999999999999KA1999M+02111KA2999N+01501MA1100885097585MD1090019+9999OC101395REMMET14605/11/10 03:56:02 METAR KEED 111156Z 27023G27KT 10SM CLR 15/M01 A2979 RMK AO2 PK WND 29031/1129 WSHFT 1047 SLP064 T01501011 10211 20150 50001 TSNOEQDQ01    099SCCGD1P01    003SCCGA1
0224723805231792010051112567+34766-114620FM-15+0279KEED V0302805N012952200059N0160935N5+01505-00175100765ADDAA101000095GF100991999999999999999999MA1100985097685OC101655REMMET11705/11/10 04:56:02 METAR KEED 111256Z 28025G32KT 10SM CLR 15/M02 A2982 RMK AO2 PK WND 28032/1248 SLP076 T01501017 TSNOEQDQ01    099SCCGD1P01    003SCCGA1
0224723805231792010051113567+34766-114620FM-15+0279KEED V0302905N012452200059N0160935N5+01505-00505100885ADDAA101000095GF100991999999999999999999MA1101085097785OC101605REMMET11705/11/10 05:56:02 METAR KEED 111356Z 29024G31KT 10SM CLR 15/M05 A2985 RMK AO2 PK WND 30031/1352 SLP088 T01501050 TSNOEQDQ01    099SCCGD1P01    003SCCGA1
0244723805231792010051114567+34766-114620FM-15+0279KEED V0302805N010352200059N0160935N5+01565-00445100965ADDAA101000095GF100991999999999999999999MA1101195097885MD1190309+9999OC101395REMMET12305/11/10 06:56:02 METAR KEED 111456Z 28020G27KT 10SM CLR 16/M04 A2988 RMK AO2 PK WND 28028/1419 SLP096 T01561044 51030 TSNOEQDQ01    099SCCGD1P01    003SCCGA1
0224723805231792010051115567+34766-114620FM-15+0279KEED V0303005N006752200059N0160935N5+01725-00615100995ADDAA101000095GF100991999999999999999999MA1101225097915OC101135REMMET11705/11/10 07:56:02 METAR KEED 111556Z 30013G22KT 10SM CLR 17/M06 A2989 RMK AO2 PK WND 28026/1517 SLP099 T01721061 TSNOEQDQ01    099SCCGD1P01    003SCCGA1
0206723805231792010051116567+34766-114620FM-15+0279KEED V0303005N008252200059N0160935N5+01895-00675100975ADDAA101000095GF100991999999999999999999MA1101195097885OC101185REMMET09905/11/10 08:56:02 METAR KEED 111656Z 30016G23KT 10SM CLR 19/M07 A2988 RMK AO2 SLP097 T01891067 TSNOEQDQ01    099SCCGD1P01    003SCCGA1
0253723805231792010051117567+34766-114620FM-15+0279KEED V0302705N006752200059N0160935N5+01945-00675101035ADDAA101000095GF100991999999999999999999KA1999M+02001KA2999N+01501MA1101255097955MD1390059+9999REMMET11405/11/10 09:56:02 METAR KEED 111756Z 27013KT 10SM CLR 19/M07 A2990 RMK AO2 SLP103 T01941067 10200 20150 53005 TSNOEQDQ01    099SCCGD1P01    003SCCGA1
